year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,torque_max_rpm,engine_power_estimated,car_age,log_selling_price,brand
2009,60000,110000,Petrol,Individual,Manual,Third Owner,16.5,995,63.0,5,90.3,4200.0,39.71724787935909,11,11.002116507732017,Chevrolet
2009,150000,110000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5,145.0,4100.0,62.257828044821444,11,11.918397239722838,Maruti
2007,100000,90000,Diesel,Individual,Manual,Third Owner,23.57,1396,70.0,5,140.0,1800.0,26.390197926484447,13,11.51293546492023,Tata
2015,900000,90000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,151.0,4850.0,76.69389464865431,5,13.710151153416941,Hyundai
2018,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,2,13.652992804936396,Hyundai
2014,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5,142.5,1750.0,26.1153000314169,6,12.301387370778713,Chevrolet
2012,125000,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5,190.0,1750.0,34.8204000418892,8,11.736077016252437,Tata
2017,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,41.78448005026704,3,12.899222326086994,Tata
2002,50000,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,18,10.819798284210286,Maruti
2018,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,151.0,4850.0,76.69389464865431,2,13.815511557963774,Hyundai
2014,600000,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,200.0,1750.0,36.653052675672846,6,13.304686600863562,Honda
2010,250000,60000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,111.79581,4000.0,46.83037386113729,10,12.429220196836383,Hyundai
2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,15,11.695255355062795,Maruti
2014,390000,78000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,7,260.0,1800.0,49.01036757775683,6,12.873904582205107,Mahindra
2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,46.65409990574929,1,13.034626646500051,Hyundai
2018,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,1750.0,37.569378992564666,2,13.76421831620775,Ford
2013,400000,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,7,12.899222326086994,Maruti
2015,400000,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,5,12.899222326086994,Hyundai
2013,450000,80000,Diesel,Individual,Manual,Second Owner,13.7,2197,138.1,7,320.0,1700.0,56.96931615876008,7,13.017005083966255,Tata
2006,350000,90000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8,28.3,1700.0,5.038223897790345,14,12.765691290604371,Mahindra
2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,5,180.0,2000.0,37.70028275212064,10,12.429220196836383,Volkswagen
2013,450000,146000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,7,13.017005083966255,Mahindra
2013,157000,47200,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,7,11.964007453736912,Maruti
2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,360.0,1750.0,65.97549481621112,2,14.220976332738882,Mahindra
2007,75000,100000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5,102.0,2600.0,27.77254162739554,13,11.225256725762893,Tata
2010,280000,100000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,10,19.0,1800.0,3.581526861451461,10,12.54254845357358,Chevrolet
2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,7,250.0,1000.0,26.18075191119489,8,12.43320821811392,Tata
2010,350000,80000,Petrol,Individual,Manual,Second Owner,12.5,1794,132.0,5,170.0,4200.0,74.7722274583726,10,12.765691290604371,Toyota
2016,300000,34000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0,40.5016232066185,4,12.611541086966115,Renault
2017,819999,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,200.0,1750.0,36.653052675672846,3,13.617059619240436,Renault
2010,409999,100000,Diesel,Individual,Manual,Second Owner,19.61,1405,70.0,5,135.4,2500.0,35.44873808775788,10,12.92391243868049,Tata
2008,275000,52000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,14.9,3000.0,4.6811184417216465,12,12.524530013005734,Hyundai
2013,497000,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,7,13.116347317149176,Maruti
2015,500000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,5,13.122365377402328,Hyundai
2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,7,380.0,1800.0,71.63053722902922,1,14.80876270134486,Isuzu
2019,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,1750.0,37.569378992564666,1,13.790193775620484,Ford
2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,120.0,4250.0,53.408733898837575,2,13.3374763699232,Ford
2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,145.0,4600.0,69.85024609906796,1,14.020083538688642,Honda
2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,1750.0,37.569378992564666,2,13.76421831620775,Ford
2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5,250.0,1600.0,41.88920305791182,1,14.346139397261565,MG
2014,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,6,13.208542908506082,Maruti
2011,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,9,12.899222326086994,Maruti
2015,562000,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,39.794742905016236,5,13.239258908233676,Maruti
1999,155000,100000,Diesel,Individual,Manual,Third Owner,14.8,1998,68.0,5,12.5,3000.0,3.9271127866792335,21,11.951186847493476,Mitsubishi
2009,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,11,12.25486757159303,Maruti
2015,590000,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5,204.0,2000.0,42.72698711907006,5,13.28787951079572,Ford
2017,484999,30000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,113.0,4200.0,49.70153942821238,3,13.091904169919621,Maruti
2008,500000,219000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,20.4,1400.0,2.990889098334904,12,13.122365377402328,Toyota
2017,300000,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,25.290606346214265,3,12.611541086966115,Maruti
2016,750000,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,36.653052675672846,4,13.527829818844937,Maruti
2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,115.0,4000.0,48.1725835165986,4,13.260386417460465,Maruti
2013,200000,167000,Diesel,Individual,Manual,First Owner,22.3,1248,88.8,5,200.0,1750.0,36.653052675672846,7,12.206077645517674,Tata
2016,1100000,94000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,1900.0,51.71326840506859,4,13.910821646859095,Hyundai
2012,350000,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,96.1,3000.0,30.191643103989946,8,12.765691290604371,Hyundai
1998,70000,100000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,22,11.156264806643742,Maruti
2005,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5,10.7,2500.0,2.8013404544978533,15,11.695255355062795,Ford
2012,700000,246000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,7,200.0,1400.0,29.322442140538275,8,13.45883704259595,Toyota
2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,48.1725835165986,1,13.122365377402328,Maruti
2019,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5,114.0,3500.0,41.78448005026704,1,13.304686600863562,Tata
2006,100000,120000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0,36.757775683317625,14,11.51293546492023,Maruti
2013,409999,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,7,12.92391243868049,Maruti
2016,750000,50000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,5,145.0,4600.0,69.85024609906796,4,13.527829818844937,Honda
2017,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,47.6489684783747,3,13.304686600863562,Hyundai
2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,115.0,3500.0,42.15101057702377,2,13.217675375388819,Mahindra
2018,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,5,245.0,1750.0,44.89998952769923,2,13.76421831620775,Renault
2006,650000,40000,Petrol,Individual,Manual,First Owner,11.7,1796,178.0,5,24.5,3500.0,8.979997905539847,14,13.384729180332174,Mercedes-Benz
2010,350000,60000,Petrol,Individual,Manual,Second Owner,14.53,1798,138.0,5,173.0,4000.0,72.46832129018746,10,12.765691290604371,Toyota
2015,700000,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,140.0,4400.0,64.5093727091842,5,13.45883704259595,Ford
2011,335000,15000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,114.0,4000.0,47.75369148601948,9,12.721888795877375,Maruti
2012,270000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.506180941677357,Maruti
2010,320000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,10,12.676079399771027,Maruti
2007,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086,63.0,5,9.8,3000.0,3.0788564247565193,13,11.695255355062795,Hyundai
2010,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781,163.2,5,22.9,1950.0,4.6764059063776315,10,13.500801182986649,Audi
2007,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,5,145.0,4100.0,62.257828044821444,13,11.736077016252437,Maruti
2007,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061,64.0,5,84.0,3500.0,30.78856424756519,13,11.918397239722838,Maruti
2018,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,25.290606346214265,2,12.644330802262578,Maruti
2015,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,39.794742905016236,5,13.345508528717259,Maruti
2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,46.79023981568751,8,12.495007682693725,Hyundai
2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,48.059482668342234,4,13.304686600863562,Hyundai
2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197,88.5,5,113.0,4400.0,52.068279400984395,1,13.45883704259595,Toyota
2013,121000,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,7,11.703554089007538,Maruti
2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,6,12.765691290604371,Hyundai
2012,869999,225000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8,200.0,1400.0,29.322442140538275,8,13.676248490630767,Toyota
2015,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,248.0,2250.0,58.43543826578699,5,13.527829818844937,Nissan
2015,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1440.0,27.144203581526863,5,13.091904169919621,Mahindra
2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,187.0,2500.0,48.95800607393444,14,11.695255355062795,Hyundai
2010,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948,90.0,9,190.0,2000.0,39.794742905016236,10,11.918397239722838,Tata
2016,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,450.0,1600.0,75.40056550424129,4,14.946912992035967,Toyota
2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,113.0,4200.0,49.70153942821238,1,13.527829818844937,Maruti
2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8,103.0,4500.0,48.539114043355326,10,12.765691290604371,Maruti
2008,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,7,290.0,1800.0,54.66540999057493,12,12.899222326086994,Mahindra
2015,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,170.0,1800.0,32.045240339302545,5,13.25339339419516,Toyota
2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,31.20745627814431,8,12.100717685412471,Hyundai
2006,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896,66.0,5,210.0,2000.0,39.271127866792334,14,12.54254845357358,Skoda
2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405,70.0,5,13.5,2500.0,3.5344015080113103,15,11.407576060361786,Tata
2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143,203.2,5,500.0,1600.0,83.77840611582364,5,14.77102238760702,Mercedes-Benz
2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7,250.0,1000.0,26.18075191119489,2,13.45883704259595,Tata
2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5,300.0,1600.0,50.267043669494186,4,14.430696737594902,Mercedes-Benz
2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5,204.0,2000.0,42.72698711907006,5,13.437175577097312,Ford
2015,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248,73.94,5,190.0,2000.0,39.794742905016236,5,13.244582780038517,Maruti
2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120,70.0,5,160.0,1500.0,25.133521834747093,6,12.886643575525625,Hyundai
2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396,88.76,5,219.6,1750.0,40.24505183788878,7,12.959846800844963,Hyundai
2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995,183.0,5,400.0,175.0,7.330610535134569,4,14.48334044336031,Hyundai
2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999,67.0,5,91.0,4250.0,40.5016232066185,2,13.190023895035274,Renault
2016,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5,113.0,4200.0,49.70153942821238,4,12.983101310070822,Maruti
2014,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0,51.69337103361609,6,13.45883704259595,Hyundai
2012,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968,175.0,5,350.0,1500.0,54.979579013509266,8,13.710151153416941,Volkswagen
2015,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5,113.0,4200.0,49.70153942821238,5,12.959846800844963,Maruti
2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148,170.0,5,400.0,1400.0,58.64488428107655,9,14.285514812209815,Mercedes-Benz
2013,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499,98.96,5,215.0,1750.0,39.40203162634831,7,12.691583538230217,Ford
2017,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7,320.0,1500.0,50.267043669494186,3,13.795308871054397,Tata
2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956,170.0,5,350.0,1750.0,64.14284218242749,3,14.467836264837162,Jeep
2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999,108.6,5,175.0,1750.0,32.07142109121374,0,13.60231857512623,Volkswagen
2010,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,10,12.278397958261774,Maruti
2016,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0,46.915907424861246,4,13.146081857144738,Ford
2011,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,9,12.278397958261774,Maruti
2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,250.0,1500.0,39.271127866792334,8,13.122365377402328,Skoda
2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,5,250.0,1500.0,39.271127866792334,5,13.45883704259595,Skoda
2012,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,1700.0,56.96931615876008,8,13.171155446333852,Tata
2011,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9,290.0,1800.0,54.66540999057493,9,13.217675375388819,Mahindra
2017,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,3,13.42246945133505,Hyundai
2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5,96.1,3000.0,30.191643103989946,12,11.849404844423074,Hyundai
2011,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,290.0,1800.0,54.66540999057493,9,12.971542813248437,Mahindra
2011,270000,167000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,9,12.506180941677357,Toyota
2014,300000,10000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,6,12.611541086966115,Maruti
2015,180000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,5,12.100717685412471,Maruti
2007,125000,50000,Petrol,Individual,Manual,First Owner,15.3,1193,65.3,5,102.0,2600.0,27.77254162739554,13,11.736077016252437,Tata
2006,150000,80000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,14,11.918397239722838,Maruti
2006,95000,60898,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,14,11.461642696843066,Hyundai
2018,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,200.0,1750.0,36.653052675672846,2,13.60479076121576,Maruti
2018,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5,132.3,4000.0,55.41941564561734,2,13.416525906265674,Hyundai
2018,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,25.290606346214265,2,12.59473402514672,Maruti
2017,850000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,36.653052675672846,3,13.652992804936396,Maruti
2013,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,7,12.92391243868049,Maruti
2015,600000,90000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,130.0,4000.0,54.45596397528537,5,13.304686600863562,Maruti
2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,5,13.304686600863562,Mahindra
2012,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,8,12.301387370778713,Maruti
2014,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8,200.0,1400.0,29.322442140538275,6,13.384729180332174,Mahindra
2006,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948,68.0,7,115.0,2500.0,30.107864697874124,14,11.775297421715827,Tata
2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,248.0,2250.0,58.43543826578699,6,12.899222326086994,Renault
2007,250000,60000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,13,12.429220196836383,Maruti
2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,100.0,2700.0,28.275212064090482,7,12.429220196836383,Tata
2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,6,12.899222326086994,Hyundai
2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5,104.0,4000.0,43.5647711802283,1,13.122365377402328,Datsun
2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,5,99.0,4500.0,46.65409990574929,2,13.244582780038517,Hyundai
2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,1750.0,37.569378992564666,2,13.710151153416941,Ford
2017,650000,120000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,1400.0,28.58938108702482,3,13.384729180332174,Mahindra
2013,600000,45000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,7,13.304686600863562,Mahindra
2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,2,13.592368256649284,Maruti
2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586,103.3,5,145.0,4100.0,62.257828044821444,9,12.154784614286667,Maruti
2017,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,1750.0,37.569378992564666,3,13.527829818844937,Ford
2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,48.1725835165986,2,13.345508528717259,Maruti
2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,2,13.591117476312084,Hyundai
2017,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,130.0,4000.0,54.45596397528537,3,13.652992804936396,Maruti
2012,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0,39.71724787935909,8,11.775297421715827,Chevrolet
2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6,247.0,1800.0,46.55984919886899,2,13.710151153416941,Mahindra
2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,280.0,1800.0,52.780395852968894,5,13.592368256649284,Mahindra
2015,250999,43000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,31.20745627814431,5,12.43320821811392,Hyundai
2011,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5,116.0,4750.0,57.70237721227354,9,12.429220196836383,Tata
2009,100000,100000,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,5,96.0,2500.0,25.133521834747093,11,11.51293546492023,Fiat
2016,450000,64000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,49.70153942821238,4,13.017005083966255,Maruti
2017,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,200.0,1750.0,36.653052675672846,3,13.26212705890841,Renault
2013,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5,200.0,1900.0,39.794742905016236,7,12.899222326086994,Renault
2019,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,90.0,3500.0,32.98774740810556,1,13.081543466215237,Maruti
2007,150000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,13.5,2500.0,3.5344015080113103,13,11.918397239722838,Tata
2017,600000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,190.0,1750.0,34.8204000418892,3,13.304686600863562,Tata
2015,500000,50000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,180.4,1750.0,33.061053513456905,5,13.122365377402328,Hyundai
2015,425000,80000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,200.0,1750.0,36.653052675672846,5,12.959846800844963,Tata
2003,108000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,187.0,2500.0,48.95800607393444,17,11.58989576532275,Hyundai
2015,1030000,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,200.0,1400.0,29.322442140538275,5,13.845070331079134,Toyota
2015,360000,34000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,5,12.793862088206213,Maruti
2012,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5,110.0,3750.0,43.198240653471565,8,12.577639650232573,Volkswagen
2003,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527,57.0,5,96.0,2500.0,25.133521834747093,17,11.156264806643742,Maruti
2011,735000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,20.4,1400.0,2.990889098334904,9,13.507627138738266,Toyota
2007,190000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,46.672950047125354,13,12.154784614286667,Hyundai
2014,1365000,80800,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,1400.0,29.322442140538275,6,14.126665719201661,Toyota
2018,675000,24265,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0,55.29374803644361,2,13.42246945133505,Honda
2014,438999,81000,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,6,12.992254692057308,Maruti
2015,550000,240000,Diesel,Individual,Manual,First Owner,19.98,1461,108.5,7,245.0,1750.0,44.89998952769923,5,13.217675375388819,Renault
2013,409999,35000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,114.0,4000.0,47.75369148601948,7,12.92391243868049,Maruti
2019,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,1,12.765691290604371,Renault
2012,135000,49000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5,150.0,1750.0,27.489789506754633,8,11.813037464800539,Chevrolet
2016,1490000,56900,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8,343.0,1400.0,50.287988271023146,4,14.214287349062356,Toyota
2014,520000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,190.0,2000.0,39.794742905016236,6,13.161586013632684,Maruti
2010,315000,180000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,10,12.660331092405906,Maruti
2010,235000,50000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,90.0,3500.0,32.98774740810556,10,12.367345048436391,Maruti
2005,80500,50000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5,12.5,3500.0,4.581631584459106,15,11.296024885689746,Hyundai
2013,375000,88200,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,190.0,2000.0,39.794742905016236,7,12.834683971615659,Maruti
2017,550000,120000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,36.653052675672846,3,13.217675375388819,Honda
2011,260000,110000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,16.3,2000.0,3.4139700492198135,9,12.468440756144114,Ford
